VENTAS_NETAS,CANTIDAD_TOTAL,NUMERO_FACTURAS,ULTIMA_COMPRA,DIAS_DESDE_ULTIMA_COMPRA,PUNTAJE_MONETARIO,PUNTAJE_FRECUENCIA,PUNTAJE_RECENCIA,PUNTAJE_RFM,CLASIFICACION,NOMCLI,CADENA
72.3534,14.0,4,2023-11-21,40,1,1,1,3,Cliente en Riesgo,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
129.41140000000001,28.0,5,2024-03-21,10,1,1,2,4,Cliente en Riesgo,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
2044.133,392.0,41,2024-06-26,4,2,3,3,8,Cliente en Riesgo,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
1990.9028,458.0,70,2024-09-30,0,2,3,5,10,Cliente Leal,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
5179.1078,1403.0,119,2024-12-31,0,3,4,5,12,Cliente Leal,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
5518.4637999999995,1389.0,123,2025-03-31,0,3,4,5,12,Cliente Leal,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
8691.3005,5715.0,181,2025-06-30,0,3,5,5,13,Cliente Leal,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
8575.2241,3853.0,242,2025-09-30,0,3,5,5,13,Cliente Leal,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
9836.0312,3125.0,257,2025-12-30,1,3,5,5,13,Cliente Leal,Farmacia Lourdes Renacer,GRUPO Cumplir Anhelo
6721.7433,1538.0,53,2023-09-25,5,3,3,3,9,Cliente Regular,,
17317.317,5156.0,104,2023-12-22,9,4,4,2,10,Cliente Regular,,
13026.7261,2983.0,50,2024-03-31,0,4,3,5,12,Cliente Leal,,
25177.5943,4700.0,55,2024-06-17,13,4,3,2,9,Cliente Regular,,
8522.5416,1636.0,23,2024-09-11,19,3,2,2,7,Cliente en Riesgo,,
21333.8578,4584.0,41,2024-12-17,14,4,3,2,9,Cliente Regular,,
17206.393500000002,4627.0,32,2025-02-28,31,4,2,1,7,Cliente Regular,,
23793.2197,4854.0,38,2025-06-30,0,4,2,5,11,Cliente Leal,,
5353.721100000001,1264.0,10,2025-09-18,12,3,1,2,6,Cliente en Riesgo,,
3293.6482,836.0,7,2025-12-17,14,2,1,2,5,Cliente en Riesgo,,
1256.0836,297.0,40,2023-09-26,4,2,2,3,7,Cliente en Riesgo,Farmacia César Brillar,(Ninguna)
3906.2637,1126.0,105,2023-12-29,2,2,4,4,10,Cliente Leal,Farmacia César Brillar,(Ninguna)
5014.949,1248.0,124,2024-03-31,0,3,4,5,12,Cliente Leal,Farmacia César Brillar,(Ninguna)
7210.2379,1448.0,207,2024-06-30,0,3,5,5,13,Cliente Leal,Farmacia César Brillar,(Ninguna)
7419.9261,1590.0,208,2024-09-30,0,3,5,5,13,Cliente Leal,Farmacia César Brillar,(Ninguna)
9914.9165,2588.0,217,2024-12-30,1,3,5,5,13,Cliente Leal,Farmacia César Brillar,(Ninguna)
9402.7857,2189.0,268,2025-03-31,0,3,5,5,13,Cliente Leal,Farmacia César Brillar,(Ninguna)
9606.626,2245.0,245,2025-06-30,0,3,5,5,13,Cliente Leal,Farmacia César Brillar,(Ninguna)
9682.641,1526.0,283,2025-09-30,0,3,5,5,13,Cliente Leal,Farmacia César Brillar,(Ninguna)
11468.8283,2212.0,304,2025-12-30,1,4,5,5,14,Cliente Leal,Farmacia César Brillar,(Ninguna)
4700.1773,16426.0,21,2023-09-29,1,2,2,5,9,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
766.9963,213.0,17,2023-12-27,4,1,1,3,5,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
1572.0352,661.0,19,2024-03-30,1,2,1,5,8,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
2869.9248,576.0,23,2024-06-07,23,2,2,2,6,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
1782.2117999999998,201.0,15,2024-09-27,3,2,1,3,6,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
8173.6323,6653.0,17,2024-12-29,2,3,1,4,8,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
2091.4267999999997,747.0,19,2025-03-26,5,2,1,3,6,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
3239.2697000000003,1300.0,17,2025-06-20,10,2,1,2,5,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
19284.035,11746.0,36,2025-09-23,7,4,2,3,9,Cliente Regular,Farmacia Gema Cumplir,GRUPO Viaje Alivio
8421.3189,2089.0,27,2025-12-29,2,3,2,4,9,Cliente en Riesgo,Farmacia Gema Cumplir,GRUPO Viaje Alivio
3652.5949,830.0,61,2023-09-29,1,2,3,5,10,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
4904.6632,924.0,82,2023-12-28,3,2,4,3,9,Cliente Regular,Farmacia Marina Vergel,GRUPO Agradecer Velo
12519.2138,2953.0,143,2024-03-30,1,4,4,5,13,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
9261.0221,2031.0,128,2024-06-30,0,3,4,5,12,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
11363.065,4026.0,132,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
9732.1651,1829.0,88,2024-12-30,1,3,4,5,12,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
8980.8126,2496.0,92,2025-03-31,0,3,4,5,12,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
8048.6098999999995,1380.0,79,2025-06-26,4,3,3,3,9,Cliente Regular,Farmacia Marina Vergel,GRUPO Agradecer Velo
11218.1488,4769.0,105,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
9763.9778,1984.0,82,2025-12-30,1,3,4,5,12,Cliente Leal,Farmacia Marina Vergel,GRUPO Agradecer Velo
17229.2418,4452.0,135,2023-09-28,2,4,4,4,12,Cliente Leal,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
13397.07,3471.0,102,2023-12-27,4,4,4,3,11,Cliente Regular,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
15222.7691,3081.0,65,2024-03-27,4,4,3,3,10,Cliente Regular,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
24754.7355,5785.0,101,2024-06-28,2,4,4,4,12,Cliente Leal,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
23356.1512,4940.0,95,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
10768.4687,2464.0,66,2024-12-26,5,4,3,3,10,Cliente Regular,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
10212.744700000001,2755.0,78,2025-03-31,0,4,3,5,12,Cliente Leal,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
15182.784599999999,4521.0,100,2025-06-26,4,4,4,3,11,Cliente Regular,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
12167.5085,4198.0,71,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
36014.3726,12476.0,115,2025-12-31,0,4,4,5,13,Cliente Leal,Farmacia Jordi Hogar,GRUPO Armonía Cumbre
3613.1052,1266.0,86,2023-09-30,0,2,4,5,11,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
5742.3184,1451.0,118,2023-12-27,4,3,4,3,10,Cliente Regular,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
2583.8577,406.0,40,2024-03-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
12495.5422,2525.0,119,2024-06-30,0,4,4,5,13,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
12342.5733,2062.0,118,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
9844.9747,1346.0,101,2024-12-26,5,3,4,3,10,Cliente Regular,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
6710.1631,1152.0,74,2025-03-31,0,3,3,5,11,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
7450.6551,1117.0,117,2025-06-30,0,3,4,5,12,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
7187.5402,1050.0,81,2025-09-30,0,3,4,5,12,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
17147.1034,3928.0,165,2025-12-31,0,4,5,5,14,Cliente Leal,Farmacia Manuel Viaje,GRUPO Armonía Cumbre
1381.6519,148.0,8,2023-09-29,1,2,1,5,8,Cliente en Riesgo,Farmacia Alejandro Calma,GRUPO Viento Florecer
3096.4982,418.0,25,2023-12-21,10,2,2,2,6,Cliente en Riesgo,Farmacia Alejandro Calma,GRUPO Viento Florecer
5218.9812,1142.0,28,2024-03-13,18,3,2,2,7,Cliente en Riesgo,Farmacia Alejandro Calma,GRUPO Viento Florecer
8046.1293,1586.0,24,2024-06-30,0,3,2,5,10,Cliente Leal,Farmacia Alejandro Calma,GRUPO Viento Florecer
6711.6415,916.0,35,2024-09-25,5,3,2,3,8,Cliente en Riesgo,Farmacia Alejandro Calma,GRUPO Viento Florecer
14749.8258,2502.0,46,2024-12-28,3,4,3,3,10,Cliente Regular,Farmacia Alejandro Calma,GRUPO Viento Florecer
25017.191,7342.0,69,2025-03-30,1,4,3,5,12,Cliente Leal,Farmacia Alejandro Calma,GRUPO Viento Florecer
37005.7628,6952.0,86,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Alejandro Calma,GRUPO Viento Florecer
14629.4015,1767.0,47,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Alejandro Calma,GRUPO Viento Florecer
14360.4241,2187.0,46,2025-12-29,2,4,3,4,11,Cliente Leal,Farmacia Alejandro Calma,GRUPO Viento Florecer
5895.6433,1341.0,113,2023-09-30,0,3,4,5,12,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
6250.3039,1166.0,114,2023-12-31,0,3,4,5,12,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
7503.3144999999995,1463.0,150,2024-03-31,0,3,4,5,12,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
10440.7836,1788.0,160,2024-06-30,0,4,5,5,14,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
6229.3544,1036.0,138,2024-09-30,0,3,4,5,12,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
9156.4804,1563.0,173,2024-12-31,0,3,5,5,13,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
9234.9681,1709.0,181,2025-03-31,0,3,5,5,13,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
12129.1245,2451.0,253,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
10846.2936,1693.0,233,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
11342.93,1771.0,219,2025-12-31,0,4,5,5,14,Cliente Leal,Farmacia Francisco Dulzor,(Ninguna)
728.6247,178.0,17,2023-12-21,10,1,1,2,4,Cliente en Riesgo,Farmacia Rosa Hogar,GRUPO Vida Senda
1359.7207,357.0,36,2024-03-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Rosa Hogar,GRUPO Vida Senda
1669.5296,461.0,36,2024-06-30,0,2,2,5,9,Cliente en Riesgo,Farmacia Rosa Hogar,GRUPO Vida Senda
1662.4165,679.0,29,2024-09-30,0,2,2,5,9,Cliente en Riesgo,Farmacia Rosa Hogar,GRUPO Vida Senda
1679.1769,224.0,14,2024-12-08,23,2,1,2,5,Cliente en Riesgo,Farmacia Rosa Hogar,GRUPO Vida Senda
14643.4354,3949.0,69,2025-03-31,0,4,3,5,12,Cliente Leal,Farmacia Rosa Hogar,GRUPO Vida Senda
11960.2686,3823.0,65,2025-06-29,1,4,3,5,12,Cliente Leal,Farmacia Rosa Hogar,GRUPO Vida Senda
14301.2437,6077.0,45,2025-09-26,4,4,3,3,10,Cliente Regular,Farmacia Rosa Hogar,GRUPO Vida Senda
30960.5143,7908.0,66,2025-12-30,1,4,3,5,12,Cliente Leal,Farmacia Rosa Hogar,GRUPO Vida Senda
4386.2384,1253.0,58,2023-09-29,1,2,3,5,10,Cliente Leal,Farmacia Gabriel Calidez,GRUPO Aura Aliento
3148.137,749.0,69,2023-12-28,3,2,3,3,8,Cliente en Riesgo,Farmacia Gabriel Calidez,GRUPO Aura Aliento
1349.0771,345.0,21,2024-03-27,4,2,2,3,7,Cliente en Riesgo,Farmacia Gabriel Calidez,GRUPO Aura Aliento
15077.7619,5975.0,79,2024-06-30,0,4,3,5,12,Cliente Leal,Farmacia Gabriel Calidez,GRUPO Aura Aliento
14590.8678,8633.0,69,2024-09-29,1,4,3,5,12,Cliente Leal,Farmacia Gabriel Calidez,GRUPO Aura Aliento
8125.9345,1339.0,56,2024-12-28,3,3,3,3,9,Cliente Regular,Farmacia Gabriel Calidez,GRUPO Aura Aliento
10104.6112,2325.0,67,2025-03-28,3,4,3,3,10,Cliente Regular,Farmacia Gabriel Calidez,GRUPO Aura Aliento
13364.0507,12342.0,109,2025-06-27,3,4,4,3,11,Cliente Regular,Farmacia Gabriel Calidez,GRUPO Aura Aliento
30248.4466,18695.0,81,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Gabriel Calidez,GRUPO Aura Aliento
9874.5558,2208.0,63,2025-12-26,5,3,3,3,9,Cliente Regular,Farmacia Gabriel Calidez,GRUPO Aura Aliento
98.2597,7.0,1,2023-09-12,18,1,1,2,4,Cliente en Riesgo,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
965.4791,137.0,15,2023-12-21,10,1,1,2,4,Cliente en Riesgo,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
1238.9759000000001,130.0,13,2024-03-27,4,2,1,3,6,Cliente en Riesgo,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
953.9773,147.0,11,2024-06-28,2,1,1,4,6,Cliente en Riesgo,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
6895.5936,1112.0,64,2024-09-27,3,3,3,3,9,Cliente Regular,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
24082.1078,4037.0,92,2024-12-29,2,4,4,4,12,Cliente Leal,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
38184.4088,7214.0,113,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
29692.8924,5311.0,85,2025-06-24,6,4,4,3,11,Cliente Regular,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
32718.631,7301.0,95,2025-09-28,2,4,4,4,12,Cliente Leal,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
27960.9256,4411.0,88,2025-12-29,2,4,4,4,12,Cliente Leal,Farmacia Beatriz Sanar,GRUPO Volar Horizonte
602.4,127.0,17,2023-09-29,1,1,1,5,7,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
1887.3963,435.0,26,2023-12-14,17,2,2,2,6,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
1909.2413,433.0,30,2024-03-25,6,2,2,3,7,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
1570.0749999999998,609.0,15,2024-06-27,3,2,1,3,6,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
554.602,74.0,12,2024-09-24,6,1,1,3,5,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
1852.98,422.0,16,2024-12-26,5,2,1,3,6,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
4027.5932000000003,1412.0,43,2025-03-27,4,2,3,3,8,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
16336.5165,8312.0,70,2025-06-24,6,4,3,3,10,Cliente Regular,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
6369.4239,3339.0,38,2025-09-23,7,3,2,3,8,Cliente en Riesgo,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
9899.2092,7412.0,53,2025-12-30,1,3,3,5,11,Cliente Leal,Farmacia Bernardo Vereda,GRUPO Vivir Nobleza
1004.6225999999999,431.0,32,2023-12-30,1,2,2,5,9,Cliente en Riesgo,Farmacia Julia Perla,GRUPO Unión Espuma
7282.0334,2303.0,172,2024-03-27,4,3,5,3,11,Cliente Regular,Farmacia Julia Perla,GRUPO Unión Espuma
5154.9122,1438.0,117,2024-06-30,0,3,4,5,12,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
11855.7723,3347.0,192,2024-09-30,0,4,5,5,14,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
4480.4358,934.0,76,2024-12-30,1,2,3,5,10,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
14737.2525,6262.0,249,2025-03-31,0,4,5,5,14,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
26165.9285,11934.0,325,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
15598.8756,4863.0,226,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
17859.0057,6914.0,206,2025-12-31,0,4,5,5,14,Cliente Leal,Farmacia Julia Perla,GRUPO Unión Espuma
453.1216,69.0,16,2023-09-27,3,1,1,3,5,Cliente en Riesgo,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
3861.7635,1215.0,70,2023-12-31,0,2,3,5,10,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
2103.0631,444.0,51,2024-03-25,6,2,3,3,8,Cliente en Riesgo,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
11099.6755,2313.0,173,2024-06-30,0,4,5,5,14,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
9303.8105,1741.0,149,2024-09-30,0,3,4,5,12,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
12936.0258,2901.0,124,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
20958.35,5302.0,211,2025-03-28,3,4,5,3,12,Cliente Regular,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
11303.3844,4920.0,73,2025-06-30,0,4,3,5,12,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
5968.9697,1321.0,75,2025-09-30,0,3,3,5,11,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
3213.3356,1052.0,67,2025-12-30,1,2,3,5,10,Cliente Leal,Farmacia Gabriel Volar,GRUPO Agradecer Raíz
164.20420000000001,36.0,7,2023-09-25,5,1,1,3,5,Cliente en Riesgo,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
1718.8557,223.0,41,2023-12-26,5,2,3,3,8,Cliente en Riesgo,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
3800.2671,1032.0,43,2024-03-31,0,2,3,5,10,Cliente Leal,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
2878.9657,1357.0,32,2024-06-24,6,2,2,3,7,Cliente en Riesgo,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
2721.5222,596.0,38,2024-09-30,0,2,2,5,9,Cliente en Riesgo,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
10206.0403,2649.0,86,2024-12-26,5,4,4,3,11,Cliente Regular,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
11337.1173,2759.0,90,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
6611.0696,1442.0,70,2025-06-30,0,3,3,5,11,Cliente Leal,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
1789.4371,379.0,35,2025-09-28,2,2,2,4,8,Cliente en Riesgo,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
4851.4788,880.0,45,2025-12-29,2,2,3,4,9,Cliente en Riesgo,Farmacia Gabriel Viaje,GRUPO Sonreír Renacer
1893.2565,1749.0,40,2023-12-13,18,2,2,2,6,Cliente en Riesgo,,
1693.8531,1023.0,31,2024-03-27,4,2,2,3,7,Cliente en Riesgo,,
4469.9946,1886.0,33,2024-06-10,20,2,2,2,6,Cliente en Riesgo,,
4070.0985,1948.0,77,2024-09-30,0,2,3,5,10,Cliente Leal,,
3402.7005,520.0,43,2024-12-27,4,2,3,3,8,Cliente en Riesgo,,
9953.2634,5606.0,166,2025-03-31,0,3,5,5,13,Cliente Leal,,
9331.5705,2822.0,158,2025-06-29,1,3,5,5,13,Cliente Leal,,
7593.52,3448.0,142,2025-09-30,0,3,4,5,12,Cliente Leal,,
7690.8745,2076.0,134,2025-12-30,1,3,4,5,12,Cliente Leal,,
479.0867,78.0,3,2023-09-30,0,1,1,5,7,Cliente en Riesgo,Farmacia Marta Esencia,GRUPO Anhelo Caminar
11356.0802,2339.0,170,2023-12-29,2,4,5,4,13,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
14971.3217,2667.0,198,2024-03-27,4,4,5,3,12,Cliente Regular,Farmacia Marta Esencia,GRUPO Anhelo Caminar
16651.914099999998,3185.0,151,2024-06-30,0,4,5,5,14,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
22017.0638,3227.0,128,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
7112.1213,898.0,80,2024-12-30,1,3,3,5,11,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
20878.3719,8047.0,144,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
16452.6099,4214.0,134,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
13793.487,2316.0,103,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
8642.8856,1016.0,98,2025-12-29,2,3,4,4,11,Cliente Leal,Farmacia Marta Esencia,GRUPO Anhelo Caminar
1440.4974,1416.0,15,2023-09-30,0,2,1,5,8,Cliente en Riesgo,,
5740.0841,1831.0,55,2023-11-16,45,3,3,1,7,Cliente Regular,,
3159.936,1950.0,19,2024-02-02,58,2,1,1,4,Cliente en Riesgo,,
6695.5179,1042.0,18,2024-06-30,0,3,1,5,9,Cliente en Riesgo,,
7044.5578,1323.0,24,2024-08-20,41,3,2,1,6,Cliente en Riesgo,,
3336.9726,2508.0,6,2024-10-09,83,2,1,1,4,Cliente en Riesgo,,
21419.2565,6777.0,74,2025-03-31,0,4,3,5,12,Cliente Leal,,
25055.2195,7731.0,80,2025-06-29,1,4,3,5,12,Cliente Leal,,
2406.847,492.0,14,2025-09-21,9,2,1,2,5,Cliente en Riesgo,,
8587.4264,5354.0,43,2025-12-30,1,3,3,5,11,Cliente Leal,,
8292.4612,2387.0,64,2023-09-29,1,3,3,5,11,Cliente Leal,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
9083.3802,2519.0,119,2023-12-29,2,3,4,4,11,Cliente Leal,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
5753.0543,1312.0,59,2024-03-25,6,3,3,3,9,Cliente Regular,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
11870.9261,3423.0,67,2024-05-31,30,4,3,2,9,Cliente Regular,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
1134.9701,198.0,9,2024-09-20,10,2,1,2,5,Cliente en Riesgo,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
5392.8634,921.0,49,2024-12-19,12,3,3,2,8,Cliente Regular,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
13229.2893,3691.0,78,2025-03-28,3,4,3,3,10,Cliente Regular,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
35874.2333,14282.0,174,2025-06-26,4,4,5,3,12,Cliente Regular,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
9015.2603,2237.0,46,2025-09-02,28,3,3,2,8,Cliente Regular,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
7975.5396,4031.0,42,2025-12-29,2,3,3,4,10,Cliente Leal,Farmacia Arturo Cuerpo,GRUPO Renacer Nieve
9123.8893,2030.0,83,2023-12-30,1,3,4,5,12,Cliente Leal,Farmacia Juan Alba,GRUPO Caminar Resurgir
6324.9631,2363.0,59,2024-03-27,4,3,3,3,9,Cliente Regular,Farmacia Juan Alba,GRUPO Caminar Resurgir
5015.7334,963.0,41,2024-06-14,16,3,3,2,8,Cliente Regular,Farmacia Juan Alba,GRUPO Caminar Resurgir
6442.8151,5191.0,39,2024-09-30,0,3,2,5,10,Cliente Leal,Farmacia Juan Alba,GRUPO Caminar Resurgir
7515.1625,1607.0,50,2024-12-30,1,3,3,5,11,Cliente Leal,Farmacia Juan Alba,GRUPO Caminar Resurgir
17012.9031,8713.0,72,2025-03-31,0,4,3,5,12,Cliente Leal,Farmacia Juan Alba,GRUPO Caminar Resurgir
17228.959600000002,10481.0,52,2025-06-24,6,4,3,3,10,Cliente Regular,Farmacia Juan Alba,GRUPO Caminar Resurgir
14170.3869,3857.0,37,2025-09-30,0,4,2,5,11,Cliente Leal,Farmacia Juan Alba,GRUPO Caminar Resurgir
11578.3416,6820.0,41,2025-12-23,8,4,3,2,9,Cliente Regular,Farmacia Juan Alba,GRUPO Caminar Resurgir
5065.7354,1178.0,80,2023-12-28,3,3,3,3,9,Cliente Regular,Farmacia Gabriel Alma,GRUPO Luz Triunfo
3576.6505,1019.0,52,2024-03-30,1,2,3,5,10,Cliente Leal,Farmacia Gabriel Alma,GRUPO Luz Triunfo
9296.3654,1576.0,71,2024-06-26,4,3,3,3,9,Cliente Regular,Farmacia Gabriel Alma,GRUPO Luz Triunfo
14382.0337,2106.0,71,2024-09-26,4,4,3,3,10,Cliente Regular,Farmacia Gabriel Alma,GRUPO Luz Triunfo
33218.2203,6030.0,136,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Gabriel Alma,GRUPO Luz Triunfo
30453.2865,6522.0,97,2025-03-28,3,4,4,3,11,Cliente Regular,Farmacia Gabriel Alma,GRUPO Luz Triunfo
38106.9089,8295.0,100,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Gabriel Alma,GRUPO Luz Triunfo
31642.6907,5055.0,84,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Gabriel Alma,GRUPO Luz Triunfo
47988.4014,8059.0,95,2025-12-28,3,4,4,3,11,Cliente Regular,Farmacia Gabriel Alma,GRUPO Luz Triunfo
584.0681,233.0,7,2023-12-14,17,1,1,2,4,Cliente en Riesgo,Farmacia Iker Destino,GRUPO Latido Inspirar
7280.3109,1854.0,52,2024-03-27,4,3,3,3,9,Cliente Regular,Farmacia Iker Destino,GRUPO Latido Inspirar
4128.8691,1772.0,40,2024-06-27,3,2,2,3,7,Cliente en Riesgo,Farmacia Iker Destino,GRUPO Latido Inspirar
13665.7003,3629.0,72,2024-09-25,5,4,3,3,10,Cliente Regular,Farmacia Iker Destino,GRUPO Latido Inspirar
11330.2862,2063.0,47,2024-12-27,4,4,3,3,10,Cliente Regular,Farmacia Iker Destino,GRUPO Latido Inspirar
13922.6764,6056.0,56,2025-03-26,5,4,3,3,10,Cliente Regular,Farmacia Iker Destino,GRUPO Latido Inspirar
